index_num,idiom,idiom_stripped,s1,s2,s3,label,position,corrected_labels,total_i,total_l,total_na,incorrect_i,incorrect_l,incorrect_na,incorrect_total,total_duplicates
624,हावा लाग्नु,हावा ल,खुला आकाशमुनि पढाउनु पर्ने बाध्यता छ ।,हावा लाग्दा पानी पर्दा विद्यालय बन्द गर्नुको विकल्प छैन ।,जसले गर्दा विद्यार्थीको अध्ययन अध्यापनमा प्रत्यक्ष असर परेको छ ।,L,###हावा लाग्दा### पानी पर्दा विद्यालय बन्द गर्नुको विकल्प छैन ।,,,,,C-NM,,,,
625,हावा लाग्नु,हावा ल,पछिल्ला वर्षमा पर्यटकहरू आउने क्रम बढेसँगै मनियलडाँडा बसपार्कका साथै हुडिकोटमा नै होटल तथा रेस्टुरेन्ट बन्ने क्रमले पनि गति लिएको छ ।,चौबिसै घण्टा शीतल हावा लागिरहने हुडिकोट पुगेपछि जो कोही त्यहाँको भौगोलिक अवस्थिति एवम् दृश्यावलोकनमा मोहित हुने गरेका छन् ।,"हुडिकोटसम्म पुग्ने हाइकिङका मार्गमा पृथ्वीराजमार्गअन्तर्गत पावरहाउस चोकबाट मुसेटुँडा, तिक्लाङ, भञ्ज्याङ, मालागिरि, चिलाउने, धारापानी, मनियलडाँडा, कोटभैरव हुँदै हुडिकोटसम्मको दूरी नौ किलोमिटर पार गर्नुपर्छ ।",L,चौबिसै घण्टा शीतल ###हावा लागिरहने### हुडिकोट पुगेपछि जो कोही त्यहाँको भौगोलिक अवस्थिति एवम् दृश्यावलोकनमा मोहित हुने गरेका छन् ।,,,,,C-NM,,,,
626,हावा लाग्नु,हावा ल,"सोलुखुम्बु, ४ पुस–अत्यधिक चिसोका कारण सोलुखुम्ब र जिल्ला सदरमुकाम सल्लेरीका स्थानीय बासिन्दा एवम् कर्मचारीहरुको कामकाज प्रभावित भएको छ ।","तीन दिनदेखि अप्रत्याशित रुपमा बाक्लो कुहिरो लाग्ने, सिमसिम पानी पर्ने र चिसो हावा लाग्ने गरेकाले सदरमुकामलगायत आसपासको जनजीवन प्रभावित बनेको हो ।",पछिल्लो समयमा सोलुखुम्बु जिल्लामा अप्रत्याशित रुपमा मौसम परिवर्तनले गर्दा स्थानीय बासिन्दा चिसोको मारमा परेको स्थानीयहरुको भनाइ छ ।,L,"तीन दिनदेखि अप्रत्याशित रुपमा बाक्लो कुहिरो लाग्ने, सिमसिम पानी पर्ने र चिसो ###हावा लाग्ने### गरेकाले सदरमुकामलगायत आसपासको जनजीवन प्रभावित बनेको हो ।",,,,,,,,,
627,हिसाब बुझ्नु,हिसाब ब,कसरी जाँच्ने त तौल कति हुनु पर्छ भनेर ?,हाम्रो शरीरको लम्बाई र तौलको हिसाब बिएमअईबाट निकाल्न सकिन्छ ।,"तपाईले आफ्नो शरीरको लम्बाई सेन्टिमिटरमा नाप्नुपर्छ र, त्यसमा १ सय घटाउनुपर्छ ।",NA,हाम्रो शरीरको लम्बाई र तौलको हिसाब बिएमअईबाट निकाल्न सकिन्छ ।,,,,,,,,,
628,हिसाब बुझ्नु,हिसाब ब,"बुधवार, भदौ ३, २०७७
एक करोड आठ लाख रुपैयाँ हिनामिना गरेको आरोपमा प्रहरीका असई अख्तियारको नियन्त्रणमा अख्तियार दुरूपयोग अनुसन्धान आयोगले प्रहरी कल्याण कोष पेट्रोल पम्प नक्सालमा कार्यरत प्रहरी सहायक निरीक्षक (असई) दिलिप कार्कीलाई नियन्त्रणमा लिएको छ ।","शुक्रवार, श्रावण ३०, २०७७
वैदेशिक रोजगारबाट पठाइएको रकमबारे पत्नीले पतिलाई हिसाब बुझाउन नसक्दा सम्बन्धविच्छेद वैदेशिक रोजगारका लागि विदेश गएका पतिले घर खर्च चलाउन पठाएको रकमबाट घर खर्च गरेको रकमको हिसाब किताबको पत्नीले विश्वास दिलाउन नसक्दा पति र पत्नीबीच सम्बन्धविच्छेदको प्रमुख कारण बन्न पुगेको छ ।","मगलवार, श्रावण २७, २०७७
ढोरपाटनका इञ्जिनीयरविरुद्ध विशेष अदालतमा मुद्दा दायर अख्तियार दुरुपयोग अनुसन्धान आयोगले ढोरपाटन नगरपालिका बाग्लुङका इञ्जिनीयर मिलन अधिकारीविरुद्ध आइतबार विशेष अदालतमा मुद्दा दायर गरेको छ ।",L,"शुक्रवार, श्रावण ३०, २०७७
वैदेशिक रोजगारबाट पठाइएको रकमबारे पत्नीले पतिलाई ###हिसाब बुझाउन### नसक्दा सम्बन्धविच्छेद वैदेशिक रोजगारका लागि विदेश गएका पतिले घर खर्च चलाउन पठाएको रकमबाट घर खर्च गरेको रकमको हिसाब किताबको पत्नीले विश्वास दिलाउन नसक्दा पति र पत्नीबीच सम्बन्धविच्छेदको प्रमुख कारण बन्न पुगेको छ ।",,,,,,,,,
629,हिसाब बुझ्नु,हिसाब ब,"एक दिन अघि मात्र अस्पताल बाट डिस्चार्ज भएकी ज्वालालाई भेट्न उनी बस्ने अपार्टमेन्टमा सेतोपाटी पुगे पछि ज्वालाले आफ्नो र मृत्युको साक्षात्कारको बेलिबिस्तार लाइन र भनिन् – ‘अपार्टमेन्टको लण्ड्रीरुममा उभिएर फोनमा कुरा गरिरहेकि थिएँ, अचानक एक १५ वर्ष जतिको केटाले बन्दुक देखाएर मेरो पर्स र फोन माग्यो, सुरुमा त विश्वास लागेन, उसले भनेको कुरा ‘प्रोसेस’ गर्न नपाउदै बन्दुक चलाई हाल्यो अनि पहिलो गोलीमा नै लडें।","’
सुन्नेको समेत आङ्ग जिरिङ्ग गराउने त्यो भयानक घटना सम्झंदै ज्वाला भन्छिन् ‘चार गोली सम्म चलेको मलाइ याद छ, त्यस पछि मैले हिसाब बिर्से – तर त्यति बेला बुवा आमाको अनुहार याद आयो, सायद जीवनको अन्तिम घडीमा आफ्ना प्रियजनको सम्झना आउँछ होला।",’ सात पटक मृत्युलाई पराजित गरेकी ज्वालालाई त्यति बेला लाग्यो कि यो नै उनको जीवनको अन्तिम घडी हो।,NA,"’
सुन्नेको समेत आङ्ग जिरिङ्ग गराउने त्यो भयानक घटना सम्झंदै ज्वाला भन्छिन् ‘चार गोली सम्म चलेको मलाइ याद छ, त्यस पछि मैले हिसाब बिर्से – तर त्यति बेला बुवा आमाको अनुहार याद आयो, सायद जीवनको अन्तिम घडीमा आफ्ना प्रियजनको सम्झना आउँछ होला।",,,,,,,,,
630,हिसाब बुझ्नु,हिसाब ब,‘खजुरप्रसाद खोइ तैँले कतिओटा झिँगा मारिस् ?,"’
हाम्रो झिँगाको हिसाब बुझिसकेपछि गुरुले उसलाई सोधेका थिए ।",‘खोइ गुरु …’ हात मलेर टाउको हल्लाउँदै हाम्रा हातमा भएको पैसातिर लोभिलो आँखा लाउँदै खजुरप्रसादले जवाफ दिएको थियो ।,I,"’
हाम्रो झिँगाको ###हिसाब बुझिसकेपछि### गुरुले उसलाई सोधेका थिए ।",,,,,C-NM,,,,
631,हिसाब बुझ्नु,हिसाब ब,"(घ) प्लाष्टिक सर्जरी बाहेक सबै किसिमको चिरफार (सर्जिकल अपरेशन) गर्दा लागेको बिल बमोजिमको खर्च,
(ङ) आफ्नोे घर वा डेरा छाडी अर्को जिल्ला वा विदेशमा गई औषधि उपचार गराउँदा त्यस्तो स्थानसम्म पुग्दाको र फर्कदाको बिरामीको र कुरुवा चाहिने अवस्था भए एकजना कुरुवासम्मको यातायात खर्चको पूरै रकम र खाना खर्च बापत सम्बन्धित कर्मचारीले प्रचलित कानून बमोजिम पाउने दैनिक भत्ताको पचहत्तर प्रतिशत रकम ।",(३) यस नियम बमोजिम पाउने उपचार खर्च कुनै कर्मचारीले पेश्कीको रूपमा लिन चाहेमा सोको कारण मुनासिव देखिए यस नियमको अधीनमा रही पछि हिसाब बुझाउने गरी पेश्की दिन सकिनेछ ।,त्यसरी पेश्की लिएको रकम पछि हिसाब गर्दा उपचार बापत पाउने रकमभन्दा बढी हुन आएमा बढी भए जति रकम सम्बन्धित कर्मचारीको तलवबाट किस्ताबन्दीमा कट्टी गरिनेछ ।,NA,(३) यस नियम बमोजिम पाउने उपचार खर्च कुनै कर्मचारीले पेश्कीको रूपमा लिन चाहेमा सोको कारण मुनासिव देखिए यस नियमको अधीनमा रही पछि हिसाब बुझाउने गरी पेश्की दिन सकिनेछ ।,,,,,,,,,
632,हेतु बुझ्नु,हेतु ब,यति तीव्र भावसँग नामजप गर्ने मनुष्य विरलै हुन्छ ।,तथापि उत्कृष्ट नामजप हेतु बारम्बार प्रार्थना गर्नाले भाव जागृत हुन्छ र हाम्रो नामजप ईश्वरको चरणोसम्म पुग्दछ ।,"साधनामा दैवी सहायता : जब साधक आफ्नो साधनाको लागि पूरक कुनै वांच्छित प्रयास हुन, विचार गर्न, दृष्टिकोण अपनाउनको लागि ईश्वरसँग निष्ठा पूर्वक प्रार्थना गर्दछ तब असाध्य प्रतीत हुने कार्य पनि गुरुको कृपाले सहज सम्पन्न हुन्छ ।",NA,तथापि उत्कृष्ट नामजप हेतु बारम्बार प्रार्थना गर्नाले भाव जागृत हुन्छ र हाम्रो नामजप ईश्वरको चरणोसम्म पुग्दछ ।,,,,,,,,,
633,हेतु बुझ्नु,हेतु ब,"जब विचारको पहिरन खुस्किन्छ र शक्ति नाङगो हुन्छ, नागरिकहरू आधिकारिक झूटलाई प्रतिवाद गर्न स्वाभाविक रूपमा अनौपचारिक कथन खोज्छन्।","षड्यन्त्रलाई “गोप्य, गैह्र कानुनी कुत्सित उद्देस्य पूरा गर्ने हेतु ब्यक्तिहरुको गठजोड” भनी परिभाषित गर्दा हामीले भन्नुपर्ने हुन्छ कि सूक्ष्म तहमा षड्यन्त्र सर्बत्र विद्यमान हुन्छ किनभने मानिसहरु प्रायसः एउटै प्रतिफलका लागि षड्यन्त्र गर्छन्।","निस्सन्देह, हामी प्राय: यो शव्दको प्रयोग नकारात्मक अर्थमा गर्दछौं।",NA,"षड्यन्त्रलाई “गोप्य, गैह्र कानुनी कुत्सित उद्देस्य पूरा गर्ने हेतु ब्यक्तिहरुको गठजोड” भनी परिभाषित गर्दा हामीले भन्नुपर्ने हुन्छ कि सूक्ष्म तहमा षड्यन्त्र सर्बत्र विद्यमान हुन्छ किनभने मानिसहरु प्रायसः एउटै प्रतिफलका लागि षड्यन्त्र गर्छन्।",,,,,,,,,
634,हेतु बुझ्नु,हेतु ब,अङ्ग्रेजीको उपयोग आवश्यक भए मात्र गर्नुपर्छ यदि त्यसको समकक्ष शुद्ध नेपाली शब्द उपलब्ध छैन भनें अथवा धेरै कठिन एवं सामान्यतया प्रयोगमा न आउने खाले भए वा अङ्ग्रेजी शब्द कुनै अभारतीय व्यक्ति/स्थान/शब्दावली/शीर्षकको समुचित नाम भए वा यदि प्रयोक्ताको समुचित अनुवाद बारे उच्च आशंका भए।,लिप्यन्तरण हेतु बेलायती अङ्ग्रेजी तथा यसको मूल उच्चारणको उपयोग गर्नुहोस्।,संधै लेखको पहिलो एक वा दुई पंक्तिहरू यसको परिभाषा (कुनै मानक शब्दकोष वा अन्य विकिपिडियाबाट) वा उपयुक्त परिचयदिंदै लेख्नुहोस्।,NA,लिप्यन्तरण हेतु बेलायती अङ्ग्रेजी तथा यसको मूल उच्चारणको उपयोग गर्नुहोस्।,,,,,,,,,
635,अड्डी कायम राख्नु ,अड्डी क,"अवस्था कहिलेसम्म यस्तै रहने,न्यायाधीशहरू पनि अन्योलमा छन्।","प्रधानन्यायाधीश जबराले राजीनामा नदिने अड्डी कायमै राखेका छन्
Ratopati 23 दिन पहिले
'न्यायालय क्षेत्र लथालिंग राखेर प्रधानमन्त्री देउवाले बेलायतमा कसरी टाउको देखाउलान्?","
पहिलो पोस्ट 1 महिना पहिले
न्यायालयमा विवाद कहिलेसम्म ?",NA,"प्रधानन्यायाधीश जबराले राजीनामा नदिने ###अड्डी कायमै राखेका### छन्
Ratopati 23 दिन पहिले
'न्यायालय क्षेत्र लथालिंग राखेर प्रधानमन्त्री देउवाले बेलायतमा कसरी टाउको देखाउलान्?",,,,,,,,,
636,अड्डी कायम राख्नु ,अड्डी क,"अवस्था कहिलेसम्म यस्तै रहने,न्यायाधीशहरू पनि अन्योलमा छन्।",प्रधानन्यायाधीश जबराले राजीनामा नदिने अड्डी कायमै राखेका छन् भने अरू न्यायाधीश र नेपाल बार एसोसिएसनले पनि राजीनामा माग्न छाडेका छैनन्।,बार एसोसिएसनले जबराको राजीनामा माग्दै कात्तिक १४ मा आन्दोलन थालेको थियो।,I,प्रधानन्यायाधीश जबराले राजीनामा नदिने ###अड्डी कायमै राखेका### छन् भने अरू न्यायाधीश र नेपाल बार एसोसिएसनले पनि राजीनामा माग्न छाडेका छैनन्।,,,,,,,,,
637,आकाश पातालको फरक ,आकाश प,"तर, त्यसबेलाका मन्त्रीहरू पछि धेरै पटक मन्त्री भए ।",उनीहरूले त्यसबेला दिएको विवरण र अहिलेको सम्पत्ति मै आकाश पातालको फरक छ ।,त्यही विवरण मात्र दाँज्ने हो भने पनि भ्रष्टाचार पत्ता लाग्छ ।,I,उनीहरूले त्यसबेला दिएको विवरण र अहिलेको सम्पत्ति मै ###आकाश पातालको फरक### छ ।,,,,,,,,,
638,कुरा टाल्नु ,कुरा ट,"मेरो देउता तिमी हो,मन्दिर मा बत्ती बाल्ने छैन बा।","दुख गुनासो सबै सुन्छु,तिम्रो कुरा टाल्ने छैन बा।","हातमा ठेला,मुखमा गाँस नहालेर पालेका होउ",I,"दुख गुनासो सबै सुन्छु,तिम्रो ###कुरा टाल्ने### छैन बा।",,,,,,,,,
639,चेत फेरिनु ,चेत फ,"तर, फोहोर व्यवस्थापन सबैभन्दा महत्वपूर्ण हो ।",फोहोरलाई आँगन कटाएर फाल्ने चेत फेरिनुपर्छ।,१४ फेब्रुअरी २०१७ मा मोरङको बेतना सिमसार क्षेत्रमा प्रवेश गर्न चाहनेको भीड ।,I,फोहोरलाई आँगन कटाएर फाल्ने चेत फेरिनुपर्छ।,,,,,,,,,
640,हात मिलाउनु ,हात म,"विनिमेय चुम्बकीय लेन्सहरू राख्ने गोगलहरूले दिनहरू असभ्य हुँदा उनीहरूलाई हिउँ चश्माको रूपमा प्रयोग गर्न अनुमति दिन्छ, र सूर्यबाट सुरक्षात्मक चश्माको रूपमा र दिन रमाइलो हुँदा प्रभाव पार्दछ।","हाम्रो स्की चश्माहरू, सुरक्षित र पूर्ण हुनुको साथसाथै, फेसनसँग पनि हात मिलाउँदछ, किनकि प्रत्येक मोडेलको आफ्नै सार हुन्छ, तर ती सबैले व्यक्तित्व कायम राख्छन्; तिनीहरू एर्गोनोमिक छन्, तटस्थ र colorsहरूमा एक सुन्दर डिजाइनको साथ र उनीहरू आफ्नो मौलिकताको लागि धेरै ध्यान आकर्षित गर्छन्।",हामी विभिन्न शिपिंग विधिहरू प्रस्ताव गर्दछौं।,I,"हाम्रो स्की चश्माहरू, सुरक्षित र पूर्ण हुनुको साथसाथै, फेसनसँग पनि ###हात मिलाउँदछ###, किनकि प्रत्येक मोडेलको आफ्नै सार हुन्छ, तर ती सबैले व्यक्तित्व कायम राख्छन्; तिनीहरू एर्गोनोमिक छन्, तटस्थ र colorsहरूमा एक सुन्दर डिजाइनको साथ र उनीहरू आफ्नो मौलिकताको लागि धेरै ध्यान आकर्षित गर्छन्।",,,,,,,,,
641,हावा खेल्नु ,हावा ख,पोलिस्टर तथा नाइलनले बनेका भित्री लुुगाहरु प्रयोग गर्दा पनि ढुुुसी संक्रमण बढ्न सक्छ ।,यस्ता कपडाहरु प्रयोग गर्दा हावा खेल्न नपाएर गुुप्तांगमा तातोपन भइरहन्छ र ढुसी संक्रमण बढ्न सक्छ ।,दही–मही खाँदा यसले पनि ढुसी संक्रमण कम गर्छ ।,I,यस्ता कपडाहरु प्रयोग गर्दा ###हावा खेल्न### नपाएर गुुप्तांगमा तातोपन भइरहन्छ र ढुसी संक्रमण बढ्न सक्छ ।,,,,,,,,,
642,धोती खोल्नु ,धोती ख,"यसको मूल कारण गणतन्त्रलाई स्वार्थ, सम्पत्ति, सम्पन्नता र एकाधिकारमा खडा गरेपछि गणतन्त्रमा गण गौण हुनपुग्छ ।","अलिकति विषले पोखरी विषालु बनाइदिन्छ, एउटी गणिकाले गणतन्त्रको धोती खोलिदिन्छे ।","सर्वहारा सर्वहारा भनेर जीवन बिताउनेहरू सतित्व लुटेर कसरी पतित हुनेरहेछन्, नयाँ नेपाल बनाउने सपनालाई कसरी पिपको पोखरीमा परिणत गर्ने रहेछन्, यसका लागि विश्वामित्रको कठोर तपस्या मेनकाले कसरी भङ्ग गरेकी होलिन् भनेर पुराण पल्टाउन जरूरी रहेन ।",I,"अलिकति विषले पोखरी विषालु बनाइदिन्छ, एउटी गणिकाले गणतन्त्रको ###धोती खोलिदिन्छे### ।",,,,,,,,,
643,धोती खुस्कनु,धोती ख,राम्ररी हेर्ने हो भने पृथ्वीनारायणको राज्य विस्तार अभियानमा योगदानभन्दा पनि धार्मिक तथा जात व्यवस्थामा आधारित सामन्तवादी व्यवस्थालाई वैधानिक बनाउन र टिकाउनको निमित्त खेलेको भूमिकाकै कारण उनलाई महत्त्व दिइएको हो ।,उनी आफैं पनि जात व्यवस्थाको चरम विभेदमा परेका हुँदैन थिए भने उनको धोती खोल्ने काम किन गरिन्थ्यो ?,"यसर्थ भन्न सकिन्छ कि पृथ्वीनारायणले सम्पूर्ण दलित समुदायलाई आफ्नो प्रणालीमा समाहित गर्दै आफ्नो धार्मिक, सांस्कृतिक, सामाजिक तथा राजनीतिक अभीष्ट पूरा गर्न प्रयोग गरेको पात्र हुन्– बिसे नगर्ची ।",I,उनी आफैं पनि जात व्यवस्थाको चरम विभेदमा परेका हुँदैन थिए भने उनको ###धोती खोल्ने### काम किन गरिन्थ्यो ?,,,,,,,,,
644,पेट पाल्नु ,पेट प,"”
अर्की किसान पूर्णमाया तामाङले पनि विगत १२ वर्षदेखि पिँडालु खेती गर्दै आउनुभएको छ ।",अन्य कुनै आम्दानीको बाटो नहुँदा यसै पिँडालु खेतीबाट आफ्नो परिवारको पेट पाल्दै आएको विगत सम्झँदै उहाँले भन्नुभयो ।,“पहिले त धेरै दुःख थियो ।,I,अन्य कुनै आम्दानीको बाटो नहुँदा यसै पिँडालु खेतीबाट आफ्नो परिवारको ###पेट पाल्दै### आएको विगत सम्झँदै उहाँले भन्नुभयो ।,,,,,,,,,
645,पेट पाल्नु ,पेट प,तिनीहरुलाई खुवाउनै पर्‍यो ।,परिवारको पेट पाल्न र दैनिकी चलाउनको लागि पनि बाउबाजेको पालादेखि बालीघरेको काम गर्दै आएको छु ।,यो हाम्रो बाध्यता नै छ ।,I,परिवारको ###पेट पाल्न### र दैनिकी चलाउनको लागि पनि बाउबाजेको पालादेखि बालीघरेको काम गर्दै आएको छु ।,,,,,,,,,
646,बाटो कोर्नु,बाटो क,"तपाईंहरु ३६ साल, ४६ साल, ६२/६३ साल जस्तै फेरि नेताबन्ने बाटो समात्नुहुनेछ ।",कामनाचाहिं राजनेता हुने बाटो कोर्नुस् भन्ने हो ।,सुरु जनताबाट महंगा कर हटाएर गर्नुहोला ।,I,कामनाचाहिं राजनेता हुने बाटो ###कोर्नुस् भन्ने### हो ।,,,,,,,,,
647,बाटो फुकाउनु ,बाटो फ,प्रधानमन्त्री देउवाले केही दिनअघि मात्रै माओवादी अध्यक्ष दाहाललाई बालुवाटार बोलाएर पछिल्लो राजनीतिक घटनाक्रमबारे संवाद गरेका थिए।,प्रधानमन्त्री देउवाले सो भेटमा राष्ट्रिय सभा निर्वाचनका लागि संवैधानिक बाटोबाट नै सरकारले राष्ट्रपतिसामु अध्यादेश स्वीकृतिका लागि पठाएको र सो स्वीकृत भएर राष्ट्रिय सभा निर्वाचनको कानुनी बाटो फुकाएर सत्ता हस्तान्तरण गर्न आफू आतुर रहेको बताएका थिए।,राजनीतिक विश्लेषक पुरुषोत्तम दाहाल मुलुक रिक्तता र तिक्तताको अवस्थामा रहेकाले यस्तो अवस्थामा दूरी बढ्दा कसैलाई फाइदा नहुने बताउँछन्।,I,प्रधानमन्त्री देउवाले सो भेटमा राष्ट्रिय सभा निर्वाचनका लागि संवैधानिक बाटोबाट नै सरकारले राष्ट्रपतिसामु अध्यादेश स्वीकृतिका लागि पठाएको र सो स्वीकृत भएर राष्ट्रिय सभा निर्वाचनको कानुनी ###बाटो फुकाएर### सत्ता हस्तान्तरण गर्न आफू आतुर रहेको बताएका थिए।,,,,,,,,,
648,बाटो फुकाउनु ,बाटो फ,त्यसकारण राज्यले त्यो बजेटबाट लिएको होइन ।,भएको व्यवस्थाबाट खर्च गर्ने कुरालाई बाटो फुकाइदिएको मात्र हो ।,"त्यसले गर्दा कतिपय अस्पताल, समाज, आवश्यक परेका ठाउँहरुमा दिन र खर्च गर्न पायौं, जसले गर्दा सहज भएको छ ।",I,भएको व्यवस्थाबाट खर्च गर्ने कुरालाई ###बाटो फुकाइदिएको### मात्र हो ।,,,,,,,,,
649,बाटो लैजानु ,बाटो ल,हालसम्म स्पष्ट कानुन वा नीति नहुँदा करोडको आयोजनाका लागि अर्बको मुआब्जा तिर्नुपर्ने र राज्यले कल्पनै नगरेको आर्थिक भार व्यहोर्नु परेको छ ।,"ठूला आयोजना बनाउने तयारी हुँदै गर्दा त्यस क्षेत्रमा गएर भूमाफियाहरूले बाँदर लड्ने भीर पाखा किन्ने, सरकारी लगानीमा बाटो लैजाने, स्थानीय तहसँग मिलेर जग्गाको मूल्याङ्कन कैयौँ गुणा बढाउने र राजनीतिक आडमा बढीभन्दा बढी मुआब्जा लिने गरेको पाइएको छ ।","आफूले भनेजति रकम असुल्न नपाएमा स्थानीयलाई उचाल्ने, हडताल गराउने र सरकारलाई दबाब दिएर जमिन, घर, रुखपातसम्मको मुआब्जा लिने गरेको अनुभव विकास आयोजनामा काम गर्नेहरूको छ ।",I,"ठूला आयोजना बनाउने तयारी हुँदै गर्दा त्यस क्षेत्रमा गएर भूमाफियाहरूले बाँदर लड्ने भीर पाखा किन्ने, सरकारी लगानीमा ###बाटो लैजाने###, स्थानीय तहसँग मिलेर जग्गाको मूल्याङ्कन कैयौँ गुणा बढाउने र राजनीतिक आडमा बढीभन्दा बढी मुआब्जा लिने गरेको पाइएको छ ।",,,,,,,,,
650,बिँडो थाम्नु ,बाबुको ब,नेपालमा चङ्गाको प्रचलन कहिलेदेखि सुरु भयो भन्नेबारे आधिकारिक प्रमाण फेला नपरे पनि इतिहास भने छोटो छैन।,पुख्र्यौली पेसाका रूपमा २०२८ सालदेखि बाबुको बिँडो थाम्दै आउनुभएका काठमाडौंको नःघल टोलका चङ्गा बिक्रेता प्रतापमान श्रेष्ठ आˆना बाजेले पनि चङ्गा व्यवसाय गर्नुभएको कुरा बताउनुहुन्छ।,"[१]
चङ्गा र धार्मिक रीतिरिवाज[सम्पादन गर्ने]
विश्वमा धार्मिक, सामाजिक ,वैज्ञानिक उद्देश्यले तथा मनोरञ्जन लिन चङ्गा उडाउने चलन छ।",I,पुख्र्यौली पेसाका रूपमा २०२८ सालदेखि बाबुको ###बिँडो थाम्दै### आउनुभएका काठमाडौंको नःघल टोलका चङ्गा बिक्रेता प्रतापमान श्रेष्ठ आˆना बाजेले पनि चङ्गा व्यवसाय गर्नुभएको कुरा बताउनुहुन्छ।,,,,,,,,,
651,मुख फेर्नु ,मुख फ,पोहोर परार कोदो मकै राम्रै भएपनि यसपटक पानीले उत्पादन घट्यो ।,त्यही बेचेर चामल किन्ने र दसैँमा मुख फेर्ने धोको अधुरै रहने चिन्ताले सताइरहेको छ ।,राहतबाट चामल पाएपछि दसैँको मुख्य तीनदिन राम्रो सँग मान्नपाइने भन्दै खुसी भएका उनिहरु देशमा गणतन्त्र आएको तिर त्यतिध्यान छैन ।,I,त्यही बेचेर चामल किन्ने र दसैँमा ###मुख फेर्ने### धोको अधुरै रहने चिन्ताले सताइरहेको छ ।,,,,,,,,,
652,मुख फेर्नु ,मुख फ,पोहोर साल कोदो मकै राम्रै भएपनि यसपटक पानीले गर्दा उत्पादन झनै घट्यो ।,कोदो मकै बेचेर चामल किन्ने र दसैँमा मुख फेर्ने धोको अधुरै रहने चिन्ताले उहाँलाई पनि त्यतिकै सताएको छ ।,"तर, राहत स्वरुपम केहि किलो चामल पाएपछि दसैँको मुख्य तीन दिन राम्रो सँग मान्न पाइने भो भन्दै अहिले चाहि ढुक्क देखिनुहुन्छ ।",I,कोदो मकै बेचेर चामल किन्ने र दसैँमा ###मुख फेर्ने### धोको अधुरै रहने चिन्ताले उहाँलाई पनि त्यतिकै सताएको छ ।,,,,,,,,,
653,मुख फोर्नु ,मुख फ,"तर, जिल्ज्लाका अधिकांश नेताहरु चाहिँ तथा सांसद रवीन्द्र पत्नी विद्यालाई उठाएमा सीट सुरक्षित पनि हुने र न्याय पनि हुने पक्षमा छन् ।","कास्कीका एक नेकपा नेता भन्छन्, ‘वामदेव नै उठ्ने भए हुँदैन भनेर मुख फोर्न पनि नसकिने र सहयोगै गर्दा पनि खासै मन खुसी नहुने ।","’
रवीन्द्र पत्नी विद्याले भने चुनाव उठ्ने विषयमा अझसम्म मुख खोल्न सकेकी छैनन् ।",I,"कास्कीका एक नेकपा नेता भन्छन्, ‘वामदेव नै उठ्ने भए हुँदैन भनेर ###मुख फोर्न### पनि नसकिने र सहयोगै गर्दा पनि खासै मन खुसी नहुने ।",,,,,,,,,
654,मुख सुक्नु ,मुख स,होसमा आउँदा बेस्सरी घामले पोलेजस्तो भयो ।,"भित्र कहाँ कहाँ पीडा भएजस्तो, मुख सुकेजस्तो लागेको थियो ।",फेरि धुम्म भयो ।,I,"भित्र कहाँ कहाँ पीडा भएजस्तो, ###मुख सुकेजस्तो### लागेको थियो ।",,,,,,,,,
655,मुटुको ढुकढुकि हुनु ,मुटु क,"हुन पनि हो उहाँ सबैलाई माया गर्नु हुन्छ , सहयोग गर्नु हुन्छ र देश र जनता को अभिभावक हुनुहुन्छ ।",केपि ओलि युवाहरुको नि मुटुको ढुकढुकि हुनुहुन्छ ।,"उहाँ रास्तृयता को प्रतीक हो , र समृद्ध नेपाल सुखी नेपाली नारा का परिकल्पना कार ।",I,केपि ओलि युवाहरुको नि ###मुटुको ढुकढुकि हुनुहुन्छ### ।,,,,,,,,,
656,चुँडेर लानु ,मुटु क,ए अपराधी!,पैसाको लागि अर्काको सन्तान चटक्क चुँडेर लान सक्नेहरुको मुटु के ले बनेको हुन्छ हँ?,छोराहरु कहाँ के गर्दै होलान्!,I,पैसाको लागि अर्काको सन्तान चटक्क ###चुँडेर लान### सक्नेहरुको मुटु के ले बनेको हुन्छ हँ?,,,,,,,,,
657,रिसले आँखा नदेख्नु ,रिसले आ,उसले रू छ लाख भन्दा बढी रकम हिनामिना गरेको भेटियो।,साहुजीले रिसले आँखा देख्न सकेन र बिहानै उसले उत्तमलाई पक्रन भनी प्रहरी चौकीमा रिपोर्ट गरेको थियो।,अनि त्यहाँबाट खटाइएको एकजना प्रहरीसित उत्तम कहिल्यै नफर्कने गरी आफ्‍नी आमालाई छोडेर गएको थियो।,I,साहुजीले ###रिसले आँखा देख्न### सकेन र बिहानै उसले उत्तमलाई पक्रन भनी प्रहरी चौकीमा रिपोर्ट गरेको थियो।,,,,,,,,,
